"displacement:0"	"displacement:1"	"displacement:2"	"Points:0"	"Points:1"	"Points:2"
0.027780231	-0.018035706	-0.0010957534	-12844.456	10652.317	-74.728783
0.019778674	-0.006914211	-0.0015041228	31865.613	-16216.927	-2036.7283
0.018493618	-0.017854164	-0.0031702192	-22734.93	16596.158	16.35256
0.021050861	-0.02022174	-0.0049547675	-19033.881	14371.952	-32.259022
0.016317536	-0.015084846	-0.0015829223	-25742.482	18403.596	90.660072
0.016432389	-0.01523671	-0.0016588362	-25566.828	18298.033	91.094337
0.08015682	-0.020076778	0.016030661	2293.7417	1554.7708	-489.44135
0.016208511	-0.0149565	-0.0015276247	-25899.182	18497.768	92.127281
0.031442202	-0.006269292	-0.022847644	27629.961	-13671.442	-1202.7603
0.076345553	-0.017506023	0.020275533	542.95361	2606.9353	-397.46585
0.069316385	-0.011115581	0.01618113	14765.758	-5940.4902	-1013.9193
0.0080008956	-0.0019658507	0.0011532602	37910.18	-19849.508	-3007.7986
0.0071220696	-0.0014283981	-5.5272162e-05	38244.582	-20050.473	-3122.8293
6.2518345e-05	0.00026139099	0.00012572664	51529.988	-28034.553	-3512.1445
2.7261742e-05	0.00026630637	0.00012978093	51953.062	-28288.807	-3510.1829
-0.00041378647	0.00027258854	0.00016912435	68973.461	-38517.492	-2705.8743
-0.00032839504	0.0002965008	0.00016742246	59207.82	-32648.672	-3199.9966
-0.00040677146	0.00024531145	0.0001585439	77046.484	-43369.105	-3304.9556
-0.00040223168	0.00023984199	0.00015650908	78444.312	-44209.156	-3482.1738
0.057924755	-0.00054674972	0.014637363	22860.824	-10805.353	-1076.3607
0.063548464	-0.0051582542	0.017798426	17288.004	-7456.2749	-1012.4644
0.039663566	-0.012895457	0.009411875	-8237.8213	7883.8848	-67.318474
0.017355548	-0.016380435	-0.0022911228	-24353.834	17569.066	87.714157
0.080526102	-0.020369975	0.015267042	2565.6519	1391.3619	-506.30508
0.0029068155	-0.0004340535	-0.00026907453	41430.184	-21964.912	-3476.4062
0.0027668053	-0.00039426244	-0.00025138571	41615.035	-22076.002	-3479.7063
0.003107157	-0.00049203861	-0.00029384482	41154.199	-21799.055	-3474.2771
-0.00037803837	0.00029145511	0.00017189797	62432.684	-34586.707	-2996.7476
-0.0004130315	0.00025597803	0.00016280391	74052.023	-41569.535	-2907.2588
-0.00041267231	0.00025481652	0.00016236786	74374.555	-41763.367	-2946.7915
0.0014700864	-3.6249939e-05	-6.892702e-05	44126.641	-23585.393	-3493.3872
0.0016272809	-0.0014960278	-7.3396054e-06	-81443.32	51877.922	536.04578
0.0016581958	-0.0015270593	-1.2871928e-05	-80865.805	51530.852	549.31421
-0.00011248416	7.8823515e-05	5.124038e-05	176075.83	-102882.4	-3517.8262
-0.00010223237	7.5286881e-05	4.8800069e-05	184415.36	-107894.18	-3516.5347
-0.00012524347	8.3954651e-05	5.5247988e-05	167784.2	-97899.422	-3497.8196
0.00074981462	-0.00062953516	8.1364842e-05	-110483.25	69329.938	86.768135
-5.4578243e-05	6.2383523e-05	3.8485968e-05	232998	-137090.7	-3489.022
-9.6304361e-05	7.2941272e-05	4.7216469e-05	188980.97	-110637.96	-3542.439
-9.0715941e-05	7.1059564e-05	4.5826867e-05	194176.3	-113760.17	-3534.7925
-0.00016986302	0.00010298257	6.8735671e-05	144006.42	-83609.773	-3524.4998
-0.00016742147	0.00010179991	6.7903241e-05	145043.89	-84233.25	-3499.8474
-0.00019905713	0.00011697594	7.8646054e-05	131774.56	-76258.836	-3599.6599
-0.00018765355	0.00011110962	7.4508556e-05	136062.45	-78835.719	-3411.7725
-3.1329404e-05	6.1687576e-05	3.6689902e-05	265179.47	-156430.69	-3627.5962
0.00065969655	-0.0005496922	8.4089126e-05	-116006.02	72648.938	7.4729548
0.00070407426	-0.00058907981	8.2867723e-05	-113058.7	70877.695	91.740204
-0.00030775111	0.00017345597	0.00011815395	100145.56	-57250.875	-3629.9546
-0.0003074817	0.00017330553	0.00011805426	100211.44	-57290.461	-3630.0264
-3.5217495e-05	6.1748284e-05	3.6880997e-05	259606.86	-153081.73	-3583.6604
-0.00023839713	0.0001360978	9.2522951e-05	118503.1	-68283.133	-3630.481
0	-0.0001258544	6.4489007e-05	-307265.22	187589.27	29.148521
2.6903208e-06	-0.00012508567	6.4280092e-05	-305158.72	186323.33	29.576584
-0.00029117056	0.00016423521	0.00011169158	104044.68	-59594.109	-3559.9119
-0.0002797127	0.00015763654	0.00010730053	106983.08	-61359.992	-3622.3403
8.6344635e-05	-0.00011867549	5.8590582e-05	-240848.56	147675.09	26.594381
9.2647754e-05	-0.00012068461	5.8976498e-05	-237109.61	145428.11	9.6729975
0.00039580579	-0.00032483175	8.0182022e-05	-142611.84	88638.141	30.561028
0.00045836973	-0.00037488797	8.0601684e-05	-134193.44	83578.961	-5.4969854
0.00049163861	-0.00040276519	8.1728374e-05	-130729.47	81497.234	46.249035
0.00027973005	-0.00023400699	7.3248628e-05	-163177.84	100997.62	-29.046972
0.00032281566	-0.00026537504	7.5952477e-05	-155190.91	96197.734	-10.349809
0.00057332081	-0.00047473489	8.2157015e-05	-122678.15	76658.664	14.758607
0.0005853404	-0.00048444821	8.2144112e-05	-121651.84	76041.891	17.634871
0.0089320919	-0.0027214995	0.0026726255	37357.32	-19517.256	-2876.5889
0.0083282774	-0.0021919308	0.001614523	37763.91	-19761.604	-2963.2214
0.0082463452	-0.0021183189	0.0014980517	37812.844	-19791.012	-2974.4734
-0.00027220237	0.00015357212	0.00010446695	108943.8	-62538.312	-3617.8013
-0.00025640248	0.00014527393	9.8697076e-05	113209.8	-65102.047	-3626.7878
0.048446975	-0.0074706099	-0.01266908	25509.432	-12397.076	-800.80811
0.017979361	-0.0072205527	0.0025069952	33815.215	-17388.57	-2519.262
0.017261526	-0.0070586522	0.0028648182	34176.332	-17605.59	-2641.064
0.016871645	-0.0069387623	0.0029255563	34315.66	-17689.322	-2687.2092
0.0020777457	-0.001967498	-0.00010286258	-74175.828	47510.402	834.27496
0.018320066	-0.0072821458	0.0023911199	33651.773	-17290.348	-2463.3816
0.018893088	-0.0073071655	0.0018295529	33166.973	-16999	-2320.5176
0.018406816	-0.0072887614	0.0022907975	33587.098	-17251.48	-2445.6931
0.077725711	-0.02023574	0.012672736	9089.0938	-2529.0068	-993.23602
0.055586614	-0.004311119	0.0019281061	24101.604	-11551.02	-906.98407
-8.9331758e-05	0.00028059942	0.00014240324	53546.73	-29246.549	-3516.8828
-8.0293544e-05	6.790706e-05	4.307584e-05	203272.02	-119226.39	-3566.7673
0.00023095217	-0.00019878901	7.0917879e-05	-175176.25	108208.25	-28.483149
0.00025145349	-0.00021254845	7.2234494e-05	-170633.16	105478.01	-57.142094
-0.00022304497	0.00012828359	8.6887617e-05	123276.62	-71151.859	-3636.7056
-0.0002160951	0.00012508611	8.4533392e-05	125666.13	-72587.875	-3632.2666
0.00019833466	-0.00017690978	6.7667251e-05	-185411.34	114359.2	-48.849827
-0.00033155916	0.00018749258	0.00012732834	94649.969	-53948.203	-3585.3501
-0.00032284632	0.00018223976	0.00012392844	96583.883	-55110.426	-3572.5869
-0.00034711637	0.00019723906	0.00013358631	91237.055	-51897.16	-3614.9719
-0.00033722256	0.000191009	0.000129583	93385.711	-53188.43	-3586.8877
0.0015133193	-0.0013741448	1.2429235e-05	-83736.516	53256.055	484.07742
-0.00030799799	0.00017359412	0.00011824574	100088.92	-57216.836	-3629.9065
-0.00016500395	0.00010069543	6.7181138e-05	146288.22	-84981.055	-3541.6772
