#HOLE:,U1519A
#EXPEDITION:,372
#TOP:,0.6404
#BOTTOM:,617.0984
DEPTH_LSF,DTCO,DTSM,VCO,VSH
m,us/ft,us/ft,km/s,km/s
70.1348,170.58702,-999.25,1.7868,-999.25
70.2872,170.72578,-999.25,1.7853,-999.25
70.4396,170.94797,-999.25,1.7830,-999.25
70.5920,171.42122,-999.25,1.7781,-999.25
70.7444,171.72145,-999.25,1.7750,-999.25
70.8968,171.68512,-999.25,1.7753,-999.25
71.0492,171.65173,-999.25,1.7757,-999.25
71.2016,171.69460,-999.25,1.7752,-999.25
71.3540,171.90324,-999.25,1.7731,-999.25
71.5064,172.10817,-999.25,1.7710,-999.25
71.6588,172.23772,-999.25,1.7696,-999.25
71.8112,172.04225,-999.25,1.7717,-999.25
71.9636,171.78668,-999.25,1.7743,-999.25
72.1160,171.53764,-999.25,1.7769,-999.25
72.2684,171.29352,-999.25,1.7794,-999.25
72.4208,171.12912,-999.25,1.7811,-999.25
72.5732,171.16666,-999.25,1.7807,-999.25
72.7256,171.23666,-999.25,1.7800,-999.25
72.8780,171.40598,-999.25,1.7782,-999.25
73.0304,171.79756,-999.25,1.7742,-999.25
73.1828,172.24983,-999.25,1.7695,-999.25
73.3352,172.60162,-999.25,1.7659,-999.25
73.4876,172.68498,-999.25,1.7651,-999.25
73.6400,172.57077,-999.25,1.7662,-999.25
73.7924,172.62241,-999.25,1.7657,-999.25
73.9448,172.71548,-999.25,1.7648,-999.25
74.0972,172.70755,-999.25,1.7648,-999.25
74.2496,172.96675,-999.25,1.7622,-999.25
74.4020,173.25858,-999.25,1.7592,-999.25
74.5544,173.64342,-999.25,1.7553,-999.25
74.7068,173.58621,-999.25,1.7559,-999.25
74.8592,172.92570,-999.25,1.7626,-999.25
75.0116,172.23962,-999.25,1.7696,-999.25
75.1640,171.76115,-999.25,1.7746,-999.25
75.3164,171.55397,-999.25,1.7767,-999.25
75.4688,171.55870,-999.25,1.7767,-999.25
75.6212,171.57076,-999.25,1.7765,-999.25
75.7736,171.51079,-999.25,1.7771,-999.25
75.9260,171.30919,-999.25,1.7792,-999.25
76.0784,171.17087,-999.25,1.7807,-999.25
76.2308,171.03996,-999.25,1.7820,-999.25
76.3832,170.87157,-999.25,1.7838,-999.25
76.5356,170.43216,-999.25,1.7884,-999.25
76.6880,169.72778,-999.25,1.7958,-999.25
76.8404,169.70108,-999.25,1.7961,-999.25
76.9928,170.36148,-999.25,1.7891,-999.25
77.1452,170.89120,-999.25,1.7836,-999.25
77.2976,171.06479,-999.25,1.7818,-999.25
77.4500,170.84492,-999.25,1.7841,-999.25
77.6024,169.88191,-999.25,1.7942,-999.25
77.7548,168.76582,-999.25,1.8061,-999.25
77.9072,167.73869,-999.25,1.8171,-999.25
78.0596,167.11815,-999.25,1.8239,-999.25
78.2120,167.31488,-999.25,1.8217,-999.25
78.3644,167.72716,-999.25,1.8172,-999.25
78.5168,168.18056,-999.25,1.8123,-999.25
78.6692,167.87895,-999.25,1.8156,-999.25
78.8216,166.52252,-999.25,1.8304,-999.25
78.9740,165.05362,-999.25,1.8467,-999.25
79.1264,164.86795,-999.25,1.8488,-999.25
79.2788,166.05443,-999.25,1.8355,-999.25
79.4312,167.45404,-999.25,1.8202,-999.25
79.5836,167.94167,-999.25,1.8149,-999.25
79.7360,168.52400,-999.25,1.8086,-999.25
79.8884,169.14751,-999.25,1.8020,-999.25
80.0408,170.13213,-999.25,1.7915,-999.25
80.1932,170.71138,-999.25,1.7855,-999.25
80.3456,170.04695,-999.25,1.7924,-999.25
80.4980,169.37239,-999.25,1.7996,-999.25
80.6504,170.01404,-999.25,1.7928,-999.25
80.8028,170.83371,-999.25,1.7842,-999.25
80.9552,171.96866,-999.25,1.7724,-999.25
81.1076,173.68187,-999.25,1.7549,-999.25
81.2600,174.51175,-999.25,1.7466,-999.25
81.4124,173.93571,-999.25,1.7524,-999.25
81.5648,172.63690,-999.25,1.7656,-999.25
81.7172,171.95729,-999.25,1.7725,-999.25
81.8696,172.83501,-999.25,1.7635,-999.25
82.0220,174.10733,-999.25,1.7506,-999.25
82.1744,175.09573,-999.25,1.7408,-999.25
82.3268,175.13254,-999.25,1.7404,-999.25
82.4792,173.52853,-999.25,1.7565,-999.25
82.6316,171.57329,-999.25,1.7765,-999.25
82.7840,171.65768,-999.25,1.7756,-999.25
