"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","P-wave velocity xy (m/s)","Caliper separation (mm)","Sonic traveltime (µs)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"375","U1518","C","1","H","1","","6.0","0.060","0.060","563594","6.48","17.27","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","10.0","0.100","0.100","1542","6.45","58.97","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","12.0","0.120","0.120","9718","6.45","23.78","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","14.0","0.140","0.140","111394","6.45","17.73","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","20.0","0.200","0.199","92508","6.45","17.85","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","24.0","0.240","0.239","143906","6.44","17.60","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","32.0","0.320","0.319","29152","6.45","19.36","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","34.0","0.340","0.339","1568","6.45","58.32","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","36.0","0.360","0.359","1570","6.46","58.28","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","38.0","0.380","0.379","20663","6.46","20.28","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","40.0","0.400","0.399","9230","6.46","24.15","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","42.0","0.420","0.419","1575","6.46","58.15","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","44.0","0.440","0.439","101208","6.46","17.79","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","46.0","0.460","0.458","11764","6.46","22.64","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","48.0","0.480","0.478","7005","6.46","26.37","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","52.0","0.520","0.518","1694","6.46","55.31","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","54.0","0.540","0.538","11301","6.46","22.87","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","56.0","0.560","0.558","1571","6.46","58.27","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","62.0","0.620","0.618","1618","6.46","57.08","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","64.0","0.640","0.638","1472110","6.46","17.19","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","66.0","0.660","0.658","1583","6.46","57.94","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","70.0","0.700","0.698","1549","6.46","58.85","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","72.0","0.720","0.718","43281","6.46","18.64","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","78.0","0.780","0.777","3876","6.46","33.82","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","80.0","0.800","0.797","2365","6.46","44.47","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","82.0","0.820","0.817","1634","6.46","56.68","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","84.0","0.840","0.837","446916","6.46","17.30","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","86.0","0.860","0.857","21069","6.47","20.22","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","88.0","0.880","0.877","1575","6.47","58.22","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","90.0","0.900","0.897","1600","6.47","57.58","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","92.0","0.920","0.917","7868","6.47","25.37","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","94.0","0.940","0.937","2709","6.46","40.99","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","98.0","0.980","0.977","1667","6.45","55.84","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","102.0","1.020","1.017","203227","6.45","17.47","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","108.0","1.080","1.076","1589","6.46","57.84","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","110.0","1.100","1.096","1595","6.47","57.74","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","112.0","1.120","1.116","1604","6.48","57.53","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","114.0","1.140","1.136","1610","6.48","57.38","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","116.0","1.160","1.156","4935","6.47","30.27","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","118.0","1.180","1.176","1613","6.47","57.26","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","126.0","1.260","1.256","1603","6.47","57.53","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","128.0","1.280","1.276","1570","6.48","58.44","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","130.0","1.300","1.296","1580","6.49","58.25","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","132.0","1.320","1.316","1592","6.50","57.98","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","134.0","1.340","1.336","1600","6.50","57.78","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","138.0","1.380","1.375","1583","6.49","58.15","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","140.0","1.400","1.395","1655","6.49","56.34","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","1","","142.0","1.420","1.415","6947","6.48","26.48","2018-03-14 05:42:26","NI-5133-002034","WRMSL","SECT9389011","110636521","","",""
"375","U1518","C","1","H","2","","7.8","1.578","1.573","50089","6.51","18.45","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","9.8","1.598","1.593","1618","6.49","57.27","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","13.8","1.638","1.633","289449","6.21","17.36","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","15.8","1.658","1.652","1579","6.50","58.29","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","17.8","1.678","1.672","1583","6.50","58.24","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","19.8","1.698","1.692","1584","6.50","58.20","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","21.8","1.718","1.712","1583","6.51","58.23","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","23.8","1.738","1.732","1600","6.50","57.81","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","25.8","1.758","1.752","1616","6.50","57.39","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","27.8","1.778","1.772","1618","6.50","57.31","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","29.8","1.798","1.792","1620","6.49","57.26","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","31.8","1.818","1.812","1608","6.49","57.52","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","33.8","1.838","1.832","2040","6.20","47.57","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","35.8","1.858","1.852","99735","6.48","17.80","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","39.8","1.898","1.892","207655","6.48","17.46","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","41.8","1.918","1.912","1508","6.20","58.29","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","43.8","1.938","1.932","44579","6.49","18.61","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","45.8","1.958","1.951","1575","6.50","58.39","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","47.8","1.978","1.971","5350161","6.50","17.16","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","49.8","1.998","1.991","1591","6.50","57.98","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","51.8","2.018","2.011","1605","6.49","57.62","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","53.8","2.038","2.031","26557","6.49","19.59","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","57.8","2.078","2.071","14848","5.93","21.14","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","59.8","2.098","2.091","1239","5.08","58.18","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","61.8","2.118","2.111","1563","6.49","58.67","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","63.8","2.138","2.131","9928","6.49","23.69","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","69.8","2.198","2.191","3519","6.49","35.60","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","71.8","2.218","2.211","1609","6.50","57.53","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","73.8","2.238","2.231","1619","6.49","57.26","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","75.8","2.258","2.250","1622","6.49","57.13","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","83.8","2.338","2.330","79722","6.47","17.96","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","89.8","2.398","2.390","2197","6.48","46.65","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","91.8","2.418","2.410","1588","6.49","58.02","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","93.8","2.438","2.430","1593","6.49","57.90","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","97.8","2.478","2.470","4641","6.50","31.15","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","99.8","2.498","2.490","5235","6.50","29.57","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","117.8","2.678","2.669","1209724","6.47","17.20","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","121.8","2.718","2.709","99701","6.47","17.80","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","2","","131.8","2.818","2.809","9611","6.48","23.89","2018-03-14 05:49:53","NI-5133-002034","WRMSL","SECT9389041","110636441","","",""
"375","U1518","C","1","H","3","","26.4","3.274","3.263","222181","6.50","17.44","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","52.4","3.534","3.522","43162","6.51","18.66","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","66.4","3.674","3.662","485154","6.52","17.28","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","70.4","3.714","3.702","63976","6.51","18.17","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","74.4","3.754","3.742","59875","6.52","18.24","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","76.4","3.774","3.761","10467","6.52","23.38","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","78.4","3.794","3.781","1560","6.52","58.93","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","80.4","3.814","3.801","1559","6.52","58.96","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","88.4","3.894","3.881","455452","6.50","17.29","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","98.4","3.994","3.981","25353","6.51","19.72","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","106.4","4.074","4.060","878749","6.51","17.23","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","3","","108.4","4.094","4.080","37032","6.51","18.91","2018-03-14 05:57:16","NI-5133-002034","WRMSL","SECT9389071","110636451","","",""
"375","U1518","C","1","H","4","","69.4","5.224","5.207","68551","6.53","18.10","2018-03-14 06:05:19","NI-5133-002034","WRMSL","SECT9389101","110636461","","",""
"375","U1518","C","1","H","4","","87.4","5.404","5.386","170104","6.51","17.53","2018-03-14 06:05:19","NI-5133-002034","WRMSL","SECT9389101","110636461","","",""
"375","U1518","C","1","H","4","","117.4","5.704","5.685","128913","6.52","17.66","2018-03-14 06:05:19","NI-5133-002034","WRMSL","SECT9389101","110636461","","",""
"375","U1518","C","1","H","4","","127.4","5.804","5.785","217072","6.52","17.45","2018-03-14 06:05:19","NI-5133-002034","WRMSL","SECT9389101","110636461","","",""
"375","U1518","C","1","H","5","","54.5","6.595","6.573","262026","6.58","17.40","2018-03-14 06:14:59","NI-5133-002034","WRMSL","SECT9389131","110636471","","",""
"375","U1518","C","1","H","5","","68.5","6.735","6.713","210124","6.56","17.46","2018-03-14 06:14:59","NI-5133-002034","WRMSL","SECT9389131","110636471","","",""
"375","U1518","C","1","H","5","","118.5","7.235","7.211","57433","6.57","18.30","2018-03-14 06:14:59","NI-5133-002034","WRMSL","SECT9389131","110636471","","",""
"375","U1518","C","1","H","6","","6.9","7.649","7.624","357382","6.74","17.34","2018-03-14 06:20:21","NI-5133-002034","WRMSL","SECT9389161","110636481","","",""
"375","U1518","C","1","H","6","","28.9","7.869","7.843","56284","6.55","18.31","2018-03-14 06:20:21","NI-5133-002034","WRMSL","SECT9389161","110636481","","",""
"375","U1518","C","1","H","6","","30.9","7.889","7.863","38418","6.55","18.85","2018-03-14 06:20:21","NI-5133-002034","WRMSL","SECT9389161","110636481","","",""
"375","U1518","C","1","H","6","","58.9","8.169","8.142","228054","6.57","17.44","2018-03-14 06:20:21","NI-5133-002034","WRMSL","SECT9389161","110636481","","",""
"375","U1518","D","1","H","1","","12.0","0.120","0.120","40839","6.44","18.73","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","18.0","0.180","0.180","8972","6.44","24.33","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","20.0","0.200","0.200","15016","6.44","21.44","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","22.0","0.220","0.220","60053","6.45","18.22","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","24.0","0.240","0.240","208896","6.45","17.46","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","28.0","0.280","0.280","6750","6.45","26.71","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","30.0","0.300","0.300","1575","6.45","58.13","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","32.0","0.320","0.320","9728","6.46","23.79","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","36.0","0.360","0.360","1563","6.46","58.48","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","38.0","0.380","0.379","4616","6.46","31.15","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","40.0","0.400","0.399","1557","6.46","58.65","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","42.0","0.420","0.419","7791","6.46","25.44","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","46.0","0.460","0.459","1574","6.46","58.19","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","48.0","0.480","0.479","15316","6.46","21.37","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","52.0","0.520","0.519","1568","6.46","58.36","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","54.0","0.540","0.539","6507","6.46","27.08","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","56.0","0.560","0.559","2461","6.46","43.39","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","58.0","0.580","0.579","3536","6.46","35.42","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","62.0","0.620","0.619","16729","6.46","21.01","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","66.0","0.660","0.659","52744","6.46","18.38","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","68.0","0.680","0.679","20813","6.46","20.25","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","72.0","0.720","0.719","7308","6.47","26.00","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","74.0","0.740","0.739","62427","6.47","18.19","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","76.0","0.760","0.759","26222","6.47","19.62","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","78.0","0.780","0.779","401769","6.47","17.31","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","80.0","0.800","0.799","28807","6.47","19.40","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","82.0","0.820","0.819","26069","6.47","19.64","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","84.0","0.840","0.839","1962","6.48","50.17","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","86.0","0.860","0.859","45590","6.48","18.57","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","90.0","0.900","0.899","85764","6.48","17.91","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","96.0","0.960","0.959","240478","6.47","17.42","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","98.0","0.980","0.979","48182","6.47","18.49","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","102.0","1.020","1.019","1580","6.47","58.13","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","104.0","1.040","1.039","1574","6.48","58.30","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","106.0","1.060","1.059","1576","6.48","58.26","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","108.0","1.080","1.079","1569","6.48","58.45","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","110.0","1.100","1.099","28828","6.48","19.40","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","116.0","1.160","1.158","5783","6.47","28.34","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","118.0","1.180","1.178","1560","6.47","58.62","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","120.0","1.200","1.198","147497","6.47","17.59","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","122.0","1.220","1.218","1559","6.47","58.64","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","124.0","1.240","1.238","1556","6.47","58.69","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","126.0","1.260","1.258","1552","6.46","58.81","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","132.0","1.320","1.318","39630","6.46","18.78","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","134.0","1.340","1.338","2754","6.46","40.60","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","136.0","1.360","1.358","16863","6.45","20.98","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","138.0","1.380","1.378","1552","6.45","58.74","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","140.0","1.400","1.398","1544","6.45","58.96","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","142.0","1.420","1.418","1543","6.46","59.00","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","1","","144.0","1.440","1.438","1965","6.46","50.02","2018-03-14 07:01:39","NI-5133-002034","WRMSL","SECT9389251","110636331","","",""
"375","U1518","D","1","H","2","","9.8","1.598","1.596","1567","6.47","58.47","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","11.8","1.618","1.616","88805","6.47","17.88","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","17.8","1.678","1.676","1530","6.47","59.44","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","21.8","1.718","1.716","15183","6.47","21.41","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","23.8","1.738","1.736","1578","6.47","58.15","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","27.8","1.778","1.776","6411","6.47","27.25","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","29.8","1.798","1.796","1574","6.47","58.27","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","31.8","1.818","1.816","1577","6.47","58.17","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
